Name,Brand,Image URL,Product Page
Remonte,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwd78e1359/hi-res/pdp/328/328452/328452-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/casual-sneakers/remonte-zwarte-sneakers-met-sleehak/328452.html
adidas,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwaaee2260/hi-res/pdp/308/308326/308326-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/sportieve-sneakers/adidas-racer-roze-sneakers/308326.html
New Balance,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw95ee3911/hi-res/pdp/327/327408/327408-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/sportieve-sneakers/new-balance-wl-574-paarse-sneakers/327408.html
adidas,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwf6d6a84c/hi-res/pdp/311/311387/311387-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/sportieve-sneakers/adidas-racer-tr21-witte-sneakers/311387.html
New Balance,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwdd949884/hi-res/pdp/319/319205/319205-1.jpg?sw=350,https://www.torfs.be/nl/heren/schoenen/sneakers/lage-sneakers/new-balance-ct-574-witte-sneakers/319205.html
Geox,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw5d868ba7/hi-res/pdp/328/328522/328522-1.jpg?sw=350,https://www.torfs.be/nl/meisjes/schoenen/sneakers/hoge-sneakers/geox-kalispera-zwarte-hoge-sneakers/328522.html
Geox,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwe8b1b65c/hi-res/pdp/344/344227/344227-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/hoge-sneakers/geox-blomiee-zwarte-sneakers/344227.html
Nike,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw4418ebb9/hi-res/pdp/324/324662/324662-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/sportieve-sneakers/nike-waffle-debut-beige-sneakers/324662.html
Skechers,Winterboots,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw96939f95/hi-res/pdp/328/328134/328134-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/boots/winterboots/skechers-uno-rugged-cool-nova-goud-roze-sneakers/328134.html
Geox,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw040ac249/hi-res/pdp/328/328534/328534-1.jpg?sw=350,https://www.torfs.be/nl/jongens/schoenen/sneakers/hoge-sneakers/geox-gisli-blauwe-hoge-sneakers/328534.html
Nike,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwf45cbe5c/hi-res/pdp/328/328005/328005-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/hoge-sneakers/nike-court-vision-zwarte-sneakers/328005.html
Geox,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwfe04fb86/hi-res/pdp/344/344231/344231-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/casual-sneakers/geox-bulmya-blauwe-sneakers/344231.html
Geox,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwa6a062f8/hi-res/pdp/330/330089/330089-1.jpg?sw=350,https://www.torfs.be/nl/jongens/schoenen/sneakers/hoge-sneakers/geox-flexyper-gele-hoge-sneakers/330089.html
Puma,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw36a03154/hi-res/pdp/326/326355/326355-1.jpg?sw=350,https://www.torfs.be/nl/jongens/schoenen/sneakers/lage-sneakers/puma-smash-3.0-zwarte-sneakers/326355.html
Hoff,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw993698c1/hi-res/pdp/358/358700/358700-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/casual-sneakers/hoff-city-new-york-zwarte-sneakers/358700.html
adidas,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwed6a1fc6/hi-res/pdp/343/343195/343195-1.jpg?sw=350,https://www.torfs.be/nl/jongens/schoenen/sneakers/lage-sneakers/adidas-grand-court-2.0-el-c-zwarte-sneakers/343195.html
Skechers,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw2159db8c/hi-res/pdp/327/327975/327975-1.jpg?sw=350,https://www.torfs.be/nl/jongens/schoenen/sneakers/hoge-sneakers/skechers-drollix-venture-rush-zwarte-hoge-sneakers/327975.html
Victoria,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw2998f0d3/hi-res/pdp/330/330183/330183-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/hoge-sneakers/victoria-witte-hoge-sneakers/330183.html
adidas,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwbf9c1d11/hi-res/pdp/324/324493/324493-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/sportieve-sneakers/adidas-postmove-witte-sneakers/324493.html
Geox,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw567c8fe0/hi-res/pdp/328/328530/328530-1.jpg?sw=350,https://www.torfs.be/nl/jongens/schoenen/sneakers/hoge-sneakers/geox-weemble-blauwe-hoge-sneakers/328530.html
Skechers,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwa7718703/hi-res/pdp/345/345124/345124-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/hoge-sneakers/skechers-uno-rugged-bruine-sneakers/345124.html
adidas,Sportschoenen,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwc5a83118/hi-res/pdp/326/326898/326898-1.jpg?sw=350,https://www.torfs.be/nl/meisjes/schoenen/sportschoenen/sportschoenen/adidas-breaknet-2.0-el-blauwe-sneakers/326898.html
adidas,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw2464d0ac/hi-res/pdp/326/326293/326293-1.jpg?sw=350,https://www.torfs.be/nl/heren/schoenen/sneakers/lage-sneakers/adidas-hoops-3.0-zwarte-sneakers/326293.html
Origin,Slip-ons,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwc0667302/hi-res/pdp/310/310564/310564-1.jpg?sw=350,https://www.torfs.be/nl/jongens/schoenen/sportschoenen/origin-zwarte-slip-on-sneakers/310564.html
Geox,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw2466e814/hi-res/pdp/328/328351/328351-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/hoge-sneakers/geox-blomiee-zwarte-sneakers/328351.html
Rieker,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw0ebfe016/hi-res/pdp/344/344412/344412-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/hoge-sneakers/rieker-r-evolution-kaki-sneakers/344412.html
Victoria,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwfd3c56e2/hi-res/pdp/331/331375/331375-1.jpg?sw=350,https://www.torfs.be/nl/meisjes/schoenen/sneakers/hoge-sneakers/victoria-beige-hoge-sneakers/331375.html
New Balance,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw95f67ecf/hi-res/pdp/356/356496/356496-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/sportieve-sneakers/new-balance-mr-530-beige-sneakers/356496.html
Geox,Hoge schoenen,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwdd116b56/hi-res/pdp/312/312545/312545-1.jpg?sw=350,https://www.torfs.be/nl/meisjes/schoenen/hoge-schoenen/geox-kalispera-zwarte-sneakers/312545.html
Reebok,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwfb9e70d1/hi-res/pdp/326/326711/326711-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/hoge-sneakers/reebok-court-advance-bold-witte-sneakers/326711.html
Mustang,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw9095783e/hi-res/pdp/331/331681/331681-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/hoge-sneakers/mustang-cognac-hoge-sneakers/331681.html
Nike,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw490e7481/hi-res/pdp/347/347990/347990-1.jpg?sw=350,https://www.torfs.be/nl/jongens/schoenen/sneakers/lage-sneakers/nike-court-borough-low-recraft-blauwe-sneakers/347990.html
Geox,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw816b7b53/hi-res/pdp/330/330084/330084-1.jpg?sw=350,https://www.torfs.be/nl/jongens/schoenen/sneakers/hoge-sneakers/geox-perth-blauwe-hoge-sneakers/330084.html
CEMI,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw79fd8c95/hi-res/pdp/329/329522/329522-1.jpg?sw=350,https://www.torfs.be/nl/jongens/schoenen/sneakers/hoge-sneakers/cemi-rode-hoge-sneakers/329522.html
Vans,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw4556c620/hi-res/pdp/327/327929/327929-1.jpg?sw=350,https://www.torfs.be/nl/jongens/schoenen/sneakers/lage-sneakers/vans-seldan-zwarte-skate-sneakers/327929.html
Skechers,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwbeea0f75/hi-res/pdp/346/346353/346353-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/hoge-sneakers/skechers-on-the-go-stellar-kaki-sneakers/346353.html
adidas,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwb6aeefc5/hi-res/pdp/324/324526/324526-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/sportieve-sneakers/adidas-advantage-witte-sneakers/324526.html
Sweet Lemon,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw1e0105fc/hi-res/pdp/333/333335/333335-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/casual-sneakers/sweet-lemon-blandina-zilveren-chunky-sneakers/333335.html
adidas,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw7754878c/hi-res/pdp/324/324936/324936-1.jpg?sw=350,https://www.torfs.be/nl/heren/schoenen/sneakers/lage-sneakers/adidas-ozelle-groene-sneakers/324936.html
Patrick,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwb8e9a250/hi-res/pdp/326/326118/326118-1.jpg?sw=350,https://www.torfs.be/nl/jongens/schoenen/sneakers/lage-sneakers/patrick-witte-sneakers/326118.html
Milo & Mila,Hoge schoenen,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw88f67f60/hi-res/pdp/297/297190/297190-1.jpg?sw=350,https://www.torfs.be/nl/meisjes/schoenen/hoge-schoenen/milo-mila-cognac-hoge-veterschoenen/297190.html
Vans,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw796980cd/hi-res/pdp/328/328043/328043-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/sportieve-sneakers/vans-ward-platform-zwarte-skate-sneakers/328043.html
adidas,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw9cfffba8/hi-res/pdp/326/326329/326329-1.jpg?sw=350,https://www.torfs.be/nl/heren/schoenen/sneakers/lage-sneakers/adidas-breaknet-2.0-witte-sneakers/326329.html
Geox,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw59c215e9/hi-res/pdp/328/328532/328532-1.jpg?sw=350,https://www.torfs.be/nl/jongens/schoenen/sneakers/hoge-sneakers/geox-arzach-blauwe-hoge-sneakers/328532.html
Solemade,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw31f68d2a/hi-res/pdp/331/331667/331667-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/hoge-sneakers/solemade-ruby-77-zwarte-sneakers-met-sleehak/331667.html
Mustang,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwab973872/hi-res/pdp/347/347281/347281-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/hoge-sneakers/mustang-taupe-hoge-sneakers/347281.html
adidas,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw0b3bd7ea/hi-res/pdp/326/326326/326326-1.jpg?sw=350,https://www.torfs.be/nl/heren/schoenen/sneakers/lage-sneakers/adidas-park-st-ecru-sneakers/326326.html
adidas,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw43494bdf/hi-res/pdp/290/290834/290834-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/sportieve-sneakers/adidas-qt-racer-zwarte-sneakers/290834.html
Vans,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwe474cca3/hi-res/pdp/336/336888/336888-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/sportieve-sneakers/vans-doheny-canvas-zwarte-skate-sneakers/336888.html
Nike,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw58345474/hi-res/pdp/324/324639/324639-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/sportieve-sneakers/nike-court-legacy-lift-witte-platform-sneakers/324639.html
Mexx,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwcf4e7cfe/hi-res/pdp/329/329241/329241-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/casual-sneakers/mexx-juju-paarse-sneakers/329241.html
Kipling,Hoge schoenen,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw750df661/hi-res/pdp/316/316183/316183-1.jpg?sw=350,https://www.torfs.be/nl/meisjes/schoenen/hoge-schoenen/kipling-kinou-taupe-sneakers/316183.html
Skechers,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw5b9e3b13/hi-res/pdp/350/350318/350318-1.jpg?sw=350,https://www.torfs.be/nl/heren/schoenen/sneakers/lage-sneakers/skechers-uno-stand-on-air-zwarte-sneakers/350318.html
Geox,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwa1394751/hi-res/pdp/344/344228/344228-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/casual-sneakers/geox-blomiee-zwarte-sneakers/344228.html
Vans,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw0752bb84/hi-res/pdp/328/328039/328039-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/hoge-sneakers/vans-filmore-hi-zwarte-skate-sneakers/328039.html
Patrick,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwbabeefdd/hi-res/pdp/325/325838/325838-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/casual-sneakers/patrick-witte-sneakers/325838.html
Vans,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw0752bb84/hi-res/pdp/328/328039/328039-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/hoge-sneakers/vans-filmore-hi-vansguard-zwarte-sneakers/328036.html
Gabor,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw228fbbcf/hi-res/pdp/344/344778/344778-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/casual-sneakers/gabor-rollingsoft-zwarte-sneakers/344778.html
Geox,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwd4a70965/hi-res/pdp/328/328543/328543-1.jpg?sw=350,https://www.torfs.be/nl/jongens/schoenen/sneakers/hoge-sneakers/geox-weemble-blauwe-hoge-sneakers/328543.html
Geox,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw1d983864/hi-res/pdp/328/328516/328516-1.jpg?sw=350,https://www.torfs.be/nl/meisjes/schoenen/sneakers/hoge-sneakers/geox-kalispera-blauwe-sneakers/328516.html
Mustang,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwd75456b1/hi-res/pdp/331/331680/331680-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/hoge-sneakers/mustang-beige-hoge-sneakers/331680.html
Origin,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwce5832e3/hi-res/pdp/330/330000/330000-1.jpg?sw=350,https://www.torfs.be/nl/jongens/schoenen/sneakers/hoge-sneakers/origin-zwarte-sneakers/330000.html
adidas,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwbf97826c/hi-res/pdp/324/324678/324678-1.jpg?sw=350,https://www.torfs.be/nl/meisjes/schoenen/sneakers/lage-sneakers/adidas-breaknet-2.0-witte-sneakers/324678.html
Tamaris,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw48b7d10b/hi-res/pdp/328/328293/328293-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/casual-sneakers/tamaris-gouden-sneakers/328293.html
Tommy Hilfiger,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw8a67043e/hi-res/pdp/326/326162/326162-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/casual-sneakers/tommy-hilfiger-tommy-jeans-witte-sneakers/326162.html
Puma,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwba893538/hi-res/pdp/326/326419/326419-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/hoge-sneakers/puma-carina-street-mid-witte-sneakers/326419.html
adidas,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwa92d4aff/hi-res/pdp/341/341451/341451-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/sportieve-sneakers/adidas-grand-court-2.0-witte-sneakers/341451.html
Nike,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw77e36f6c/hi-res/pdp/328/328007/328007-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/hoge-sneakers/nike-court-royale-2-witte-sneakers/328007.html
Hoff,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwb8b9daa4/hi-res/pdp/343/343704/343704-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/casual-sneakers/hoff-city-milano-blauwe-sneakers/343704.html
Saucony,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwc5c6a43f/hi-res/pdp/312/312496/312496-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/casual-sneakers/saucony-shadow-original-paarse-sneakers/312496.html
Mephisto,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw0ae6a4d1/hi-res/pdp/330/330743/330743-1.jpg?sw=350,https://www.torfs.be/nl/dames/schoenen/sneakers/casual-sneakers/mephisto-lucille-zwarte-sneakers/330743.html
adidas,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw6e4c0051/hi-res/pdp/355/355622/355622-1.jpg?sw=350,https://www.torfs.be/nl/meisjes/schoenen/babyschoenen/babysneakers/adidas-vs-pace-2.0-grijze-sneakers/355622.html
Nike,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw54014c6f/hi-res/pdp/347/347989/347989-1.jpg?sw=350,https://www.torfs.be/nl/jongens/schoenen/sneakers/lage-sneakers/nike-court-borough-low-recraft-blauwe-sneakers/347989.html
Skechers,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwbf2cf9d3/hi-res/pdp/345/345236/345236-1.jpg?sw=350,https://www.torfs.be/nl/jongens/schoenen/sneakers/lage-sneakers/skechers-uno-stand-on-air-blauwe-sneakers/345236.html
Jolien,Unknown Brand,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dw097ea9a5/hi-res/STL/Influencersshoot/Jolien.jpg?sw=350,https://www.torfs.be/nl/dames/shop-the-look/jolien/Jolien-1.html
Geox,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwe3d3d06f/hi-res/pdp/328/328533/328533-1.jpg?sw=350,https://www.torfs.be/nl/jongens/schoenen/sneakers/hoge-sneakers/geox-gisli-zwarte-hoge-sneakers/328533.html
Nike,Sneakers,https://www.torfs.be/dw/image/v2/BCQR_PRD/on/demandware.static/-/Sites-torfs-catalog-master/default/dwbdd7afc6/hi-res/pdp/343/343756/343756-1.jpg?sw=350,https://www.torfs.be/nl/heren/schoenen/sneakers/lage-sneakers/nike-court-vision-low-next-nature-zwarte-sneakers/343756.html
